Regulator	Target	MI
hsa-miR-7-5p	GNG11	0.081231881
hsa-miR-7-5p	PFN2	0.067369726
hsa-miR-7-5p	HSD17B7P2	0.057666128
hsa-miR-7-5p	GPR19	0.070020911
hsa-miR-7-5p	RCC2	0.079348536
hsa-miR-7-5p	ELOVL4	0.068691114
hsa-miR-7-5p	SEMA6D	0.10248289
hsa-miR-7-5p	ROR1	0.071375773
hsa-miR-7-5p	PRDM2	0.06763103
hsa-miR-7-5p	PRDX1	0.057390066
hsa-miR-7-5p	SGO1	0.129283233
hsa-miR-7-5p	SKP2	0.075531251
hsa-miR-7-5p	SNCA	0.083654391
hsa-miR-7-5p	SSPN	0.090875504
hsa-miR-7-5p	H2AFV	0.076454644
hsa-miR-7-5p	TAF4	0.073966998
hsa-miR-7-5p	TBCD	0.070408157
hsa-miR-7-5p	TCF4	0.087932166
hsa-miR-7-5p	TMPO	0.083375255
hsa-miR-7-5p	TMC5	0.059542631
hsa-miR-7-5p	TMC4	0.075138948
hsa-miR-7-5p	GRINA	0.071312311
hsa-miR-7-5p	GSTM5	0.076433966
hsa-miR-7-5p	CTDSP2	0.073738639
hsa-miR-7-5p	RIMKLA	0.095249015
hsa-miR-7-5p	LGALS3BP	0.096581586
hsa-miR-7-5p	YDJC	0.072491371
hsa-miR-7-5p	ZEB2	0.072492869
hsa-miR-7-5p	ZC3H3	0.075197332
hsa-miR-7-5p	ZBTB4	0.083657487
hsa-miR-7-5p	SUPT4H1	0.06286104
hsa-miR-7-5p	MAN1A1	0.067940604
hsa-miR-7-5p	HELLS	0.066957818
hsa-miR-7-5p	SIGMAR1	0.081229209
hsa-miR-7-5p	KIF16B	0.067077076
hsa-miR-7-5p	HOXB5	0.058883961
hsa-miR-7-5p	CLASP2	0.066950308
hsa-miR-7-5p	PRICKLE3	0.07322815
hsa-miR-7-5p	PRICKLE2	0.106744392
hsa-miR-7-5p	NPLOC4	0.073409776
hsa-miR-7-5p	ATP6V0B	0.092855816
hsa-miR-7-5p	HYLS1	0.062399733
hsa-miR-7-5p	ZBTB8OS	0.062669234
hsa-miR-7-5p	SPATA2	0.0659453
hsa-miR-7-5p	C4orf36	0.079318493
hsa-miR-7-5p	RBM17	0.062097252
hsa-miR-7-5p	RBMS3	0.086089805
hsa-miR-7-5p	FAM63B	0.062069678
hsa-miR-7-5p	IFFO1	0.071318431
hsa-miR-7-5p	SLC25A19	0.085104191
hsa-miR-7-5p	SLC25A37	0.077548812
hsa-miR-7-5p	AKAP11	0.060421252
hsa-miR-7-5p	IGF1R	0.075028017
hsa-miR-7-5p	RNF41	0.072322297
hsa-miR-7-5p	IKZF3	0.065241157
hsa-miR-7-5p	IMPG1	0.065134914
hsa-miR-7-5p	ANKRD12	0.066796529
hsa-miR-7-5p	COL12A1	0.071007275
hsa-miR-7-5p	ATP5C1	0.060479526
hsa-miR-7-5p	COL25A1	0.064204926
hsa-miR-7-5p	RBFOX2	0.078270474
hsa-miR-7-5p	C9orf84	0.063726412
hsa-miR-7-5p	CDC25B	0.108289803
hsa-miR-7-5p	DIRAS1	0.076758458
hsa-miR-7-5p	TMEM97	0.073727655
hsa-miR-7-5p	TMEM98	0.075310432
hsa-miR-7-5p	SCN2B	0.099733276
hsa-miR-7-5p	DIXDC1	0.134497296
hsa-miR-7-5p	SETD7	0.063281245
hsa-miR-7-5p	sep-02	0.071852845
hsa-miR-7-5p	SGIP1	0.076689763
hsa-miR-7-5p	ABCA9	0.092380053
hsa-miR-7-5p	MLLT11	0.075723636
hsa-miR-7-5p	ADCY9	0.059979931
hsa-miR-7-5p	TMEM117	0.067127805
hsa-miR-7-5p	SLIT3	0.110981825
hsa-miR-7-5p	SMYD5	0.079001813
hsa-miR-7-5p	SNX29	0.068626936
hsa-miR-7-5p	SNRPC	0.077194799
hsa-miR-7-5p	AIF1L	0.063385318
hsa-miR-7-5p	AKAP1	0.093291523
hsa-miR-7-5p	EXOSC2	0.101251553
hsa-miR-7-5p	FBXL14	0.080359508
hsa-miR-7-5p	SRSF9	0.081320635
hsa-miR-7-5p	STK35	0.075151909
hsa-miR-7-5p	STMN1	0.078358905
hsa-miR-7-5p	STMN3	0.083496023
hsa-miR-7-5p	SSU72	0.072985279
hsa-miR-7-5p	ARL15	0.069229305
hsa-miR-7-5p	ATXN3	0.074470679
hsa-miR-7-5p	C20orf24	0.105671721
hsa-miR-7-5p	TAGLN	0.074272938
hsa-miR-7-5p	TCOF1	0.077407413
hsa-miR-7-5p	TCF12	0.074022451
hsa-miR-7-5p	KCNH2	0.065378206
hsa-miR-7-5p	KCNA1	0.06820989
hsa-miR-7-5p	BCAS4	0.068854934
hsa-miR-7-5p	COL4A3BP	0.069086765
hsa-miR-7-5p	TLCD2	0.077046341
hsa-miR-7-5p	KIF23	0.069105986
hsa-miR-7-5p	TMLHE	0.061005457
hsa-miR-7-5p	TMED2	0.075324876
hsa-miR-7-5p	KLF12	0.06918208
hsa-miR-7-5p	TOP2A	0.078882784
hsa-miR-7-5p	KMT5A	0.069798418
hsa-miR-7-5p	RAB11FIP4	0.072267852
hsa-miR-7-5p	TSHZ2	0.0714391
hsa-miR-7-5p	CXCL11	0.070517819
hsa-miR-7-5p	TSSC1	0.082885192
hsa-miR-7-5p	BRIP1	0.07712259
hsa-miR-7-5p	ZSWIM3	0.070102529
hsa-miR-7-5p	C17orf53	0.0863527
hsa-miR-7-5p	PPP1R12B	0.078584412
hsa-miR-7-5p	GRIN2A	0.069581577
hsa-miR-7-5p	BTBD7	0.071096115
hsa-miR-7-5p	HNRNPC	0.063358338
hsa-miR-7-5p	KCNJ10	0.058947081
hsa-miR-7-5p	BCL2L12	0.074279589
hsa-miR-7-5p	COL1A2	0.104605217
hsa-miR-7-5p	APOBEC3B	0.060504723
hsa-miR-7-5p	APOBEC3A	0.07281936
hsa-miR-7-5p	COMMD7	0.072808465
hsa-miR-7-5p	ARHGEF7	0.07131378
hsa-miR-7-5p	LAMC2	0.066581575
hsa-miR-7-5p	TXNRD1	0.093354588
hsa-miR-7-5p	CDCA3	0.132133714
hsa-miR-7-5p	CCNE1	0.066695336
hsa-miR-7-5p	CCNB2	0.103405377
hsa-miR-7-5p	UHRF1	0.088046354
hsa-miR-7-5p	KIAA0430	0.072993771
hsa-miR-7-5p	CHEK1	0.083687755
hsa-miR-7-5p	CISD2	0.0675698
hsa-miR-7-5p	CHSY3	0.074209158
hsa-miR-7-5p	FAM114A1	0.07218695
hsa-miR-7-5p	RNF114	0.098158924
hsa-miR-7-5p	LMNB1	0.098841445
hsa-miR-7-5p	CKAP5	0.079746772
hsa-miR-7-5p	METTL1	0.072668023
hsa-miR-7-5p	LRRC15	0.110401781
hsa-miR-7-5p	LRRC59	0.077654392
hsa-miR-7-5p	LRRC36	0.066381388
hsa-miR-7-5p	USP10	0.086964566
hsa-miR-7-5p	COPZ2	0.077028226
hsa-miR-7-5p	CRIM1	0.066556203
hsa-miR-7-5p	C10orf90	0.06427874
hsa-miR-7-5p	PLXNA4	0.067095626
hsa-miR-7-5p	BLM	0.078257833
hsa-miR-7-5p	BOC	0.062739913
hsa-miR-7-5p	BTD	0.083611237
hsa-miR-7-5p	CRTC3	0.070248657
hsa-miR-7-5p	CRTAP	0.106373051
hsa-miR-7-5p	PLN	0.05893272
hsa-miR-7-5p	LPP	0.088765909
hsa-miR-7-5p	RYK	0.068902418
hsa-miR-7-5p	SMS	0.064061408
hsa-miR-7-5p	SRM	0.078778282
hsa-miR-7-5p	TPO	0.062959103
hsa-miR-7-5p	DCN	0.092919316
hsa-miR-7-5p	ZBTB38	0.067420264
hsa-miR-7-5p	CGGBP1	0.071166351
hsa-miR-7-5p	CYTH3	0.066333305
hsa-miR-7-5p	ANXA11	0.068002985
hsa-miR-7-5p	VARS2	0.070811389
hsa-miR-7-5p	VDAC1	0.070817556
hsa-miR-7-5p	MAGI1	0.061885057
hsa-miR-7-5p	DCAF5	0.073482464
hsa-miR-7-5p	HPCAL1	0.071976505
hsa-miR-7-5p	MOSPD1	0.068896589
hsa-miR-7-5p	DHCR7	0.061601895
hsa-miR-7-5p	VPS4A	0.080189136
hsa-miR-7-5p	MOCS3	0.109526913
hsa-miR-7-5p	GTF3C5	0.067074947
hsa-miR-7-5p	VSTM4	0.110744641
hsa-miR-7-5p	MS4A7	0.070185303
hsa-miR-7-5p	MRGBP	0.090053043
hsa-miR-7-5p	MTCP1	0.078022782
hsa-miR-7-5p	CHCHD2	0.082767741
hsa-miR-7-5p	ONECUT2	0.076312142
hsa-miR-7-5p	DTYMK	0.073717052
hsa-miR-7-5p	EIF2AK1	0.084717265
hsa-miR-7-5p	MXRA5	0.07252871
hsa-miR-7-5p	DUS1L	0.080934713
hsa-miR-7-5p	PDZD11	0.069556899
hsa-miR-7-5p	MYOM1	0.0725473
hsa-miR-7-5p	SLC3A2	0.064754393
hsa-miR-7-5p	SLC7A5	0.075712535
hsa-miR-7-5p	WISP1	0.079737469
hsa-miR-7-5p	EFHD1	0.055762251
hsa-miR-7-5p	ARHGEF12	0.077388909
hsa-miR-7-5p	ARHGEF33	0.070116084
hsa-miR-7-5p	DNAJC5	0.07733261
hsa-miR-7-5p	EIF3L	0.062401772
hsa-miR-708-3p	FGF14	0.179626234
hsa-miR-708-3p	MRPL42	0.07949407
hsa-miR-708-3p	FOXQ1	0.111648906
hsa-miR-708-3p	TARDBP	0.068212828
hsa-miR-708-3p	HSPA4L	0.067708007
hsa-miR-708-3p	HSPB11	0.068765815
hsa-miR-708-3p	PDE7A	0.062897622
hsa-miR-708-3p	HNRNPA2B1	0.06264025
hsa-miR-708-3p	PLCD3	0.080041636
hsa-miR-708-3p	PPM1B	0.071579989
hsa-miR-708-3p	PPEF1	0.15867665
hsa-miR-708-3p	PRIM2	0.069631068
hsa-miR-708-3p	MAMDC2	0.08583417
hsa-miR-708-3p	PSAT1	0.079050449
hsa-miR-708-3p	GRIK2	0.108761987
hsa-miR-708-3p	CCDC47	0.060390327
hsa-miR-708-3p	ZFHX4	0.173025337
hsa-miR-708-3p	HDAC1	0.061615286
hsa-miR-708-3p	RASL12	0.081898345
hsa-miR-708-3p	HMCN1	0.18016068
hsa-miR-708-3p	RAP2B	0.083177026
hsa-miR-708-3p	RCAN1	0.073043529
hsa-miR-708-3p	TMBIM6	0.071296411
hsa-miR-708-3p	TMEM69	0.084639921
hsa-miR-708-3p	GGNBP2	0.068819957
hsa-miR-708-3p	IQCA1	0.097032699
hsa-miR-708-3p	SHISA2	0.119692739
hsa-miR-708-3p	ADAMTS3	0.07920639
hsa-miR-708-3p	ADAMTS9	0.071970574
hsa-miR-708-3p	sep-08	0.097814401
hsa-miR-708-3p	SERPING1	0.157504338
hsa-miR-708-3p	ACADL	0.063598912
hsa-miR-708-3p	PTGER3	0.074367929
hsa-miR-708-3p	SRSF1	0.076001324
hsa-miR-708-3p	SRPX2	0.239180963
hsa-miR-708-3p	ANPEP	0.079765762
hsa-miR-708-3p	APOL4	0.060266352
hsa-miR-708-3p	ASXL3	0.061908401
hsa-miR-708-3p	SYT14	0.0658289
hsa-miR-708-3p	FAS	0.08697738
hsa-miR-708-3p	RGN	0.089283657
hsa-miR-708-3p	VIM	0.137824374
hsa-miR-708-3p	HCK	0.063306477
hsa-miR-708-3p	HNRNPD	0.076012485
hsa-miR-708-3p	KCNJ16	0.065682823
hsa-miR-708-3p	BANK1	0.080426044
hsa-miR-708-3p	COL6A6	0.126154149
hsa-miR-708-3p	IL17RB	0.078440101
hsa-miR-708-3p	AKT3	0.110859696
hsa-miR-708-3p	CDH2	0.142735608
hsa-miR-708-3p	FGD1	0.073079911
hsa-miR-708-3p	ETV1	0.149117955
hsa-miR-708-3p	EMP1	0.102423671
hsa-miR-708-3p	RAD51AP1	0.072319282
hsa-miR-708-3p	LMO7	0.063137962
hsa-miR-708-3p	LARP6	0.081049907
hsa-miR-708-3p	NONO	0.073260935
hsa-miR-708-3p	NEFL	0.129010577
hsa-miR-708-3p	RBP4	0.08300148
hsa-miR-708-3p	CENPA	0.067287156
hsa-miR-708-3p	CELF2	0.088683539
hsa-miR-708-3p	BTF3L4	0.069541849
hsa-miR-708-3p	TLE6	0.07095527
hsa-miR-708-3p	SUB1	0.071015036
hsa-miR-708-3p	SPP1	0.072242491
hsa-miR-708-3p	TSLP	0.063199004
hsa-miR-708-3p	CKAP5	0.063871584
hsa-miR-708-3p	EIF5A2	0.081532207
hsa-miR-708-3p	ZNF300P1	0.12929677
hsa-miR-708-3p	ZEB1	0.140367817
hsa-miR-708-3p	CNTN4	0.140777967
hsa-miR-708-3p	LRCH2	0.13782085
hsa-miR-708-3p	CTTNBP2	0.071658032
hsa-miR-708-3p	CXXC5	0.063875177
hsa-miR-708-3p	MATN3	0.162238955
hsa-miR-708-3p	MEIS1	0.069703585
hsa-miR-708-3p	THSD7B	0.070381393
hsa-miR-708-3p	DUSP4	0.080669106
hsa-miR-708-3p	MYEF2	0.079213836
hsa-miR-708-3p	RABGGTB	0.088759853
hsa-miR-708-3p	NLRP1	0.088863973
hsa-miR-708-3p	ZNF462	0.096938522
hsa-miR-708-3p	ENPP1	0.068065131
hsa-miR-708-3p	ESRP1	0.064468541
hsa-miR-708-5p	ZNF662	0.061638109
hsa-miR-708-5p	ZNF667	0.080640608
hsa-miR-708-5p	ANXA1	0.069030375
hsa-miR-708-5p	TBX18	0.130941298
hsa-miR-708-5p	KCNE4	0.071519678
hsa-miR-708-5p	BACH2	0.069936093
hsa-miR-708-5p	THBS1	0.075455751
hsa-miR-708-5p	KIF23	0.062294555
hsa-miR-708-5p	ARHGAP1	0.065890721
hsa-miR-708-5p	C1QTNF6	0.101946357
hsa-miR-708-5p	TRAM2	0.074928444
hsa-miR-708-5p	SLITRK4	0.119558236
hsa-miR-708-5p	TRAPPC3L	0.073318705
hsa-miR-708-5p	CCL19	0.080451809
hsa-miR-708-5p	CD177	0.119393128
hsa-miR-708-5p	KIAA0319L	0.083455662
hsa-miR-708-5p	CIDEC	0.076753712
hsa-miR-708-5p	CHST6	0.078650727
hsa-miR-708-5p	CAST	0.063971524
hsa-miR-708-5p	DLC1	0.077729932
hsa-miR-708-5p	DKK3	0.155131749
hsa-miR-708-5p	CHL1	0.087211605
hsa-miR-708-5p	GNAL	0.080765943
hsa-miR-708-5p	IER3	0.063577405
hsa-miR-708-5p	HOPX	0.093457914
hsa-miR-708-5p	GPD1	0.086992207
hsa-miR-708-5p	ADAMTSL5	0.070415239
hsa-miR-708-5p	NRG1	0.085482103
hsa-miR-708-5p	RGS4	0.077158339
hsa-miR-708-5p	PTRF	0.093793593
hsa-miR-708-5p	TLE4	0.067861047
hsa-miR-708-5p	SDC1	0.074748136
hsa-miR-708-5p	MAP1A	0.105014572
hsa-miR-708-5p	ZEB2	0.077884594
hsa-miR-708-5p	KIAA1549L	0.089662451
hsa-miR-708-5p	CFH	0.102424855
hsa-miR-708-5p	MCU	0.077668924
hsa-miR-708-5p	LBH	0.071044774
hsa-miR-708-5p	QKI	0.063863781
hsa-miR-708-5p	CD99L2	0.070242318
hsa-miR-708-5p	SLC24A2	0.169251335
hsa-miR-708-5p	SLC36A1	0.059295578
hsa-miR-708-5p	TMEM200B	0.083939374
hsa-miR-708-5p	NDOR1	0.071348637
hsa-miR-708-5p	CDKN2B	0.07460477
hsa-miR-708-5p	PABPC5	0.081409322
hsa-miR-708-5p	WNT5B	0.090395767
hsa-miR-708-5p	EPDR1	0.102824047
hsa-miR-708-5p	NUAK1	0.108428838
hsa-miR-708-5p	TWIST2	0.101179986
hsa-miR-708-5p	ADAM33	0.08136694
hsa-miR-708-5p	FOXN3	0.067413536
hsa-miR-708-5p	FOXO1	0.085908228
hsa-miR-708-5p	ZC3H12B	0.07960886
hsa-miR-708-5p	PACS1	0.063651231
hsa-miR-708-5p	PARVA	0.075977703
hsa-miR-708-5p	COL1A1	0.174480433
hsa-miR-708-5p	PDGFRL	0.089804571
hsa-miR-708-5p	ZCCHC5	0.094152024
hsa-miR-708-5p	HOXB5	0.073166985
hsa-miR-708-5p	HOXB3	0.071572837
hsa-miR-708-5p	HOXA1	0.080174102
hsa-miR-708-5p	RARRES2	0.169622741
hsa-miR-708-5p	RAP1B	0.071780615
hsa-miR-708-5p	RBMS3	0.112738343
hsa-miR-708-5p	RCVRN	0.07016999
hsa-miR-708-5p	RASGRF2	0.196792998
hsa-miR-708-5p	CRISPLD2	0.132107266
hsa-miR-708-5p	GUCA1A	0.074688132
hsa-miR-760	NOMO1	0.076049059
hsa-miR-760	WSCD2	0.061889443
hsa-miR-760	UHRF1BP1	0.07302619
hsa-miR-760	MGAT5B	0.078046872
hsa-miR-760	SYNDIG1	0.079345414
hsa-miR-760	NXPE4	0.068508732
hsa-miR-760	NUP210	0.074480405
hsa-miR-760	SEPSECS	0.08322468
hsa-miR-760	OBP2B	0.061605389
hsa-miR-760	OBP2A	0.060458909
hsa-miR-760	FAIM2	0.064371025
hsa-miR-760	FAM3D	0.071188399
hsa-miR-760	OGDHL	0.069877755
hsa-miR-760	CHRNA3	0.067519828
hsa-miR-760	DNAJA3	0.06121764
hsa-miR-760	FKBP4	0.067219021
hsa-miR-760	HHIPL1	0.066267995
hsa-miR-760	OPRL1	0.071122178
hsa-miR-760	ARHGEF4	0.066629477
hsa-miR-760	C11orf95	0.066768025
hsa-miR-760	FNDC4	0.074188586
hsa-miR-760	C1QTNF1	0.082930804
hsa-miR-760	FSCN1	0.066728453
hsa-miR-760	AGPAT4	0.076818675
hsa-miR-760	DEPDC1	0.067853517
hsa-miR-760	CACNA1G	0.07787238
hsa-miR-760	TRIM29	0.068987802
hsa-miR-760	TRIOBP	0.061114449
hsa-miR-760	PCBP3	0.070057034
hsa-miR-760	PDS5A	0.078258429
hsa-miR-760	ZNF233	0.064632484
hsa-miR-760	ZNF502	0.071505337
hsa-miR-760	ZNF667	0.059269158
hsa-miR-760	GDAP2	0.064337044
hsa-miR-760	GPIHBP1	0.073818817
hsa-miR-760	PIP5K1A	0.067107642
hsa-miR-760	GINS2	0.064963034
hsa-miR-760	PLVAP	0.068998235
hsa-miR-760	SLC16A12	0.063910798
hsa-miR-760	INTS10	0.059986805
hsa-miR-760	POU2F1	0.068667582
hsa-miR-760	PPM1F	0.088791269
hsa-miR-760	PRDM8	0.070358205
hsa-miR-760	PRIM1	0.064737553
hsa-miR-760	PRKCE	0.074912048
hsa-miR-760	GPR17	0.067479918
hsa-miR-760	NECAP1	0.068464481
hsa-miR-760	GRID1	0.068171524
hsa-miR-760	GRIK5	0.063811084
hsa-miR-760	HABP4	0.094228911
hsa-miR-760	ZFP30	0.071531136
hsa-miR-760	CAPN10	0.070814417
hsa-miR-760	SYNDIG1L	0.085241304
hsa-miR-760	HDAC4	0.069500982
hsa-miR-760	SLC22A11	0.062478335
hsa-miR-760	HOXA2	0.077247171
hsa-miR-760	ZCCHC24	0.061722313
hsa-miR-760	HRCT1	0.084334003
hsa-miR-760	ARRDC2	0.070768739
hsa-miR-760	CTDSP1	0.068379006
hsa-miR-760	RASA3	0.066016122
hsa-miR-760	RBMS1	0.063768064
hsa-miR-760	RCVRN	0.062588636
hsa-miR-760	TBKBP1	0.063287398
hsa-miR-760	IFFO1	0.071363443
hsa-miR-760	MANEAL	0.070498021
hsa-miR-760	S1PR2	0.076236101
hsa-miR-760	INHBB	0.072417194
hsa-miR-760	PHYHIP	0.095638663
hsa-miR-760	ITGB4	0.065951463
hsa-miR-760	ITIH5	0.063903488
hsa-miR-760	CLDN11	0.064163551
hsa-miR-760	CLDN10	0.063027855
hsa-miR-760	LINC00982	0.090118687
hsa-miR-760	SEC14L5	0.062598967
hsa-miR-760	PRDM16	0.066606227
hsa-miR-760	SBNO2	0.063778435
hsa-miR-760	SCN2B	0.080109704
hsa-miR-760	SCN3B	0.065937738
hsa-miR-760	SCN4B	0.073950666
hsa-miR-760	PRKAA1	0.069377146
hsa-miR-760	AAGAB	0.076775817
hsa-miR-760	SFRP1	0.061862989
hsa-miR-760	FAM96A	0.066561791
hsa-miR-760	ADAD2	0.0640995
hsa-miR-760	HIST1H2BF	0.064573858
hsa-miR-760	SNX27	0.072492379
hsa-miR-760	ASB1	0.062448017
hsa-miR-760	SPAG5	0.071872623
hsa-miR-760	SPON2	0.0733419
hsa-miR-760	FAM107A	0.061085172
hsa-miR-760	FAM104A	0.077881696
hsa-miR-760	E2F7	0.060747711
hsa-miR-760	ALMS1	0.056469468
hsa-miR-760	DEF8	0.059706824
hsa-miR-760	ATPAF1	0.065166613
hsa-miR-760	CNN1	0.089559966
hsa-miR-760	CBX1	0.059380736
hsa-miR-760	STAU2	0.079893673
hsa-miR-760	G2E3	0.065088348
hsa-miR-760	STRBP	0.07297758
hsa-miR-760	FGD5	0.068351458
hsa-miR-760	EVC2	0.081502917
hsa-miR-760	EME1	0.069599696
hsa-miR-760	EDN1	0.063616738
hsa-miR-760	EBF1	0.063410896
hsa-miR-760	DTX1	0.085360945
hsa-miR-760	DTX4	0.082989836
hsa-miR-760	HIC1	0.072029379
hsa-miR-760	CDC14B	0.070547251
hsa-miR-760	ARMC8	0.060768689
hsa-miR-760	GRK5	0.058402
hsa-miR-760	GNG7	0.073234454
hsa-miR-760	GLI2	0.066469348
hsa-miR-760	GCLM	0.075744952
hsa-miR-760	GATC	0.065589606
hsa-miR-760	GAS7	0.074129474
hsa-miR-760	SYDE1	0.080588035
hsa-miR-760	SYNE3	0.065205522
hsa-miR-760	IL33	0.061381384
hsa-miR-760	AURKA	0.068358694
hsa-miR-760	MAFK	0.062105679
hsa-miR-760	MAFF	0.05640046
hsa-miR-760	LGI4	0.067335292
hsa-miR-760	KLC2	0.068460611
hsa-miR-760	KLK2	0.062428714
hsa-miR-760	PRELID3B	0.071057432
hsa-miR-760	TMEM92	0.064831861
hsa-miR-760	OAS3	0.07544903
hsa-miR-760	OAS2	0.067768353
hsa-miR-760	NPM2	0.066523134
hsa-miR-760	LDLRAD2	0.068521268
hsa-miR-760	NGFR	0.059748869
hsa-miR-760	NBL1	0.067297807
hsa-miR-760	MYL9	0.081577421
hsa-miR-760	MRS2	0.068786504
hsa-miR-760	MLH3	0.062541671
hsa-miR-760	PKP1	0.07382917
hsa-miR-760	PLD2	0.072191431
hsa-miR-760	SUN2	0.06610963
hsa-miR-760	SOD3	0.096123082
hsa-miR-760	SOBP	0.070550341
hsa-miR-760	TBX15	0.067665798
hsa-miR-760	RTF1	0.058592176
hsa-miR-760	RTN3	0.068526503
hsa-miR-760	RHOJ	0.066272107
hsa-miR-760	VAV3	0.071118353
hsa-miR-760	SHANK3	0.078364361
hsa-miR-760	TEAD2	0.073769495
hsa-miR-760	TENM1	0.057464981
hsa-miR-760	TNS1	0.058639436
hsa-miR-760	BACE2	0.067615285
hsa-miR-760	KCNE1	0.065690355
hsa-miR-760	KCNJ3	0.067715771
hsa-miR-760	TAF4	0.065352724
hsa-miR-760	BAMBI	0.066560565
hsa-miR-760	WNT3	0.065297109
hsa-miR-760	TIGD3	0.067408447
hsa-miR-760	TMSB10	0.064240901
hsa-miR-760	TNNT3	0.078029701
hsa-miR-760	TNIP1	0.061321567
hsa-miR-760	FBXO45	0.065803493
hsa-miR-760	C10orf54	0.075880914
hsa-miR-760	ACVRL1	0.067997804
hsa-miR-760	CX3CL1	0.07493753
hsa-miR-760	CALN1	0.072514814
hsa-miR-760	CDC42	0.064204668
hsa-miR-760	ADAM33	0.116747638
hsa-miR-760	CERS2	0.066460183
hsa-miR-760	CERS6	0.063535564
hsa-miR-760	GRAMD2	0.074681099
hsa-miR-760	CHST3	0.081812831
hsa-miR-760	CILP2	0.062416938
hsa-miR-760	LMOD1	0.069883318
hsa-miR-760	CLCN4	0.079381322
hsa-miR-760	CLDN5	0.07720836
hsa-miR-760	LPAL2	0.070881038
hsa-miR-760	USP14	0.068427409
hsa-miR-760	AMOTL1	0.066542213
hsa-miR-760	UTP18	0.068810165
hsa-miR-760	COPZ2	0.071242522
hsa-miR-760	CSDC2	0.079593151
hsa-miR-760	CYTL1	0.063616818
hsa-miR-760	CORO2B	0.063192005
hsa-miR-760	MASP1	0.073794393
hsa-miR-760	MEIS2	0.07816961
hsa-miR-760	MEOX2	0.063068112
hsa-miR-760	MEAF6	0.074792885
hsa-miR-760	DCAF7	0.06841524
hsa-miR-760	ARHGAP23	0.065440669
hsa-miR-760	ARHGEF40	0.065950575
hsa-miR-760	LRRC8A	0.07207796
hsa-miR-760	LRRC32	0.068683767
hsa-miR-760	CYB5R3	0.070285235
hsa-miR-760	BGN	0.061919385
hsa-miR-760	AK5	0.060888577
hsa-miR-760	MTCH2	0.076375611
hsa-miR-760	HIST1H1E	0.063342029
hsa-miR-760	TMEM63B	0.058837437
hsa-miR-760	ZBTB47	0.061794739
hsa-miR-760	GSN	0.060285941
hsa-miR-760	LBH	0.067706858
hsa-miR-760	MN1	0.071185392
hsa-miR-760	SP6	0.075373265
hsa-miR-760	SPR	0.068830099
hsa-miR-760	DTX3L	0.060990882
hsa-miR-760	WDR73	0.074688691
hsa-miR-760	NCOA6	0.066151571
hsa-miR-760	ECSCR	0.059555819
hsa-miR-760	WHSC1	0.067355839
hsa-miR-760	HSPA12B	0.092812893
hsa-miR-760	NIPA1	0.082949535
hsa-miR-760	PDLIM4	0.065558954
hsa-miR-760	PDLIM2	0.066369735
hsa-miR-766-3p	CLEC3B	0.065622475
hsa-miR-766-3p	AFF3	0.088266388
hsa-miR-766-3p	AARS	0.068540687
hsa-miR-766-3p	AMZ1	0.069605881
hsa-miR-766-3p	ALAD	0.076649334
hsa-miR-766-3p	ATL2	0.078470466
hsa-miR-766-3p	BIN2	0.109437395
hsa-miR-766-3p	BTG2	0.069658326
hsa-miR-766-3p	CBX2	0.078905252
hsa-miR-766-3p	CBX7	0.094394187
hsa-miR-766-3p	CCNF	0.072390135
hsa-miR-766-3p	CCR8	0.100098158
hsa-miR-766-3p	CCT4	0.093213291
hsa-miR-766-3p	CST9	0.09403248
hsa-miR-766-3p	CRY2	0.082913968
hsa-miR-766-3p	DNA2	0.103951334
hsa-miR-766-3p	DPH2	0.074646941
hsa-miR-766-3p	ELF4	0.084592464
hsa-miR-766-3p	ELP2	0.08732826
hsa-miR-766-3p	EZH1	0.059556835
hsa-miR-766-3p	FBRS	0.064071222
hsa-miR-766-3p	SCN4B	0.079563915
hsa-miR-766-3p	SCRN2	0.069561451
hsa-miR-766-3p	FZR1	0.062277848
hsa-miR-766-3p	GNAS	0.068352114
hsa-miR-766-3p	FAM78A	0.065362512
hsa-miR-766-3p	sep-03	0.070964511
hsa-miR-766-3p	HPSE	0.08556697
hsa-miR-766-3p	IGF2	0.071960623
hsa-miR-766-3p	ILF2	0.076214476
hsa-miR-766-3p	ABTB1	0.067733471
hsa-miR-766-3p	FANCD2	0.086163769
hsa-miR-766-3p	KSR2	0.06587646
hsa-miR-766-3p	C2	0.064018364
hsa-miR-766-3p	ACOT2	0.078681613
hsa-miR-766-3p	LAX1	0.106553436
hsa-miR-766-3p	ADCY4	0.069741477
hsa-miR-766-3p	ADCY1	0.066096218
hsa-miR-766-3p	ADCK4	0.069486788
hsa-miR-766-3p	LDHB	0.072578531
hsa-miR-766-3p	LIN9	0.072144106
hsa-miR-766-3p	LIPH	0.083843948
hsa-miR-766-3p	LSM6	0.079978158
hsa-miR-766-3p	MAPT	0.097098408
hsa-miR-766-3p	AEBP1	0.06899626
hsa-miR-766-3p	MCM6	0.08478581
hsa-miR-766-3p	ABCC12	0.078599226
hsa-miR-766-3p	MPP2	0.085463446
hsa-miR-766-3p	MYH6	0.05941898
hsa-miR-766-3p	LONRF2	0.077076148
hsa-miR-766-3p	NPNT	0.065989323
hsa-miR-766-3p	AGMAT	0.06691989
hsa-miR-766-3p	SPOCK2	0.07556553
